area_type,availability,location,size,society,total_sqft,bath,balcony,price,lat,lon
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1065,2.0,1.0,35.0,12.9804938,77.7683853
Built-up  Area,Ready To Move,Hessarghatta,2 BHK,,700,2.0,0.0,27.0,13.048425850000001,77.50762318993515
Carpet  Area,18-Mar,Hebbal,2 BHK,Arcia S,547.34 - 827.31,2.0,0.0,42.72,13.0382184,77.5919
Super built-up  Area,Ready To Move,Belathur,2 BHK,Viiniai,1050,2.0,1.0,45.0,Belathur,Belathur
Super built-up  Area,18-Apr,Maruthi HBCS Layout,3 BHK,,1250,3.0,3.0,39.5,Maruthi HBCS Layout,Maruthi HBCS Layout
Built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,865,2.0,0.0,42.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1200,2.0,2.0,44.0,12.9055682,77.5455438
Built-up  Area,Ready To Move,Srirampura,3 BHK,NRnoral,1756,3.0,3.0,100.0,13.9550851,75.5267465
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,628,1.0,1.0,24.0,13.1006982,77.5963454
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,,1200,6.0,2.0,195.0,12.2655944,76.6465404
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1207,2.0,2.0,63.0,12.9163386,77.578242
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,KlarkBe,1765,3.0,1.0,125.0,12.8661075,77.59192
Built-up  Area,18-Dec,Electronic City,2 BHK,,1130,2.0,1.0,32.64,-6.1938201,106.8920008
Super built-up  Area,18-Jun,Devanahalli Road,3 BHK,Ozana U,1532,3.0,3.0,92.0,13.2370602,77.7015566760955
Built-up  Area,Ready To Move,Ejipura,3 BHK,DSncele,1650,3.0,0.0,110.0,12.945245,77.6269144
Built-up  Area,18-May,Horamavu Banaswadi,4 Bedroom,,1200,4.0,2.0,105.0,13.0133409,77.6618516
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,804.1,2.0,1.0,69.09,Bhoganhalli,Bhoganhalli
Super built-up  Area,18-Apr,Doddathoguru,2 BHK,,1200,2.0,2.0,75.0,12.8529125,77.6556155
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1197,2.0,2.0,50.0,12.9176571,77.4837568
Built-up  Area,Ready To Move,Green Woods Layout,2 BHK,Paarklu,1200,2.0,2.0,66.0,12.8986898,77.5872032
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Shony S,1385,2.0,2.0,48.48,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Craig Park Layout,2 BHK,Cearkry,1010,2.0,3.0,148.0,12.9713834,77.6158386
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,3.0,3.0,115.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,Niimet ,1180,2.0,2.0,48.0,12.9663991,77.762046
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1525,2.0,3.0,122.0,Banagiri Nagar,Banagiri Nagar
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,1100,2.0,2.0,31.5,19.2073608,72.86461351808511
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,,1435,3.0,3.0,70.0,Hiremath Layout,Hiremath Layout
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 2hu,400,1.0,1.0,14.0,12.7782588,77.7712834
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,Asene S,1200,2.0,2.0,50.0,13.0974753,78.4516588
Super built-up  Area,21-Mar,Whitefield,2 BHK,PritaDo,1272,2.0,1.0,95.05,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,39.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee ,980,2.0,1.0,40.0,12.8661075,77.59192
Super built-up  Area,18-May,Malleshpalya,2 BHK,,1225,2.0,2.0,46.86,12.9744129,77.6743533
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1541,3.0,1.0,72.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,111.0,13.1196469,77.5586193
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694,2.0,2.0,125.0,11.9917786,76.5066292
Plot  Area,Ready To Move,Jnanabharathi Layout,3 Bedroom,,600,3.0,2.0,75.0,Jnanabharathi Layout,Jnanabharathi Layout
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,39.0,12.8016986,77.5082445
Super built-up  Area,Ready To Move,Muneshwara Nagar,3 BHK,Laderav,1560,2.0,3.0,66.0,13.014081149999999,77.61147441571453
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1201,2.0,2.0,27.0,17.4436387,77.433391
Plot  Area,Ready To Move,Chandapura,2 Bedroom,,1500,2.0,1.0,60.0,17.4436387,77.433391
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1785,3.0,2.0,75.0,12.9744129,77.6743533
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1258,2.0,1.0,63.53,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,2.0,42.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1297,2.0,2.0,112.0,13.0137105,77.4834544
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1291,2.0,3.0,49.0,12.9684441,77.7187843
Built-up  Area,Ready To Move,Chikkasandra,2 BHK,,1070,2.0,2.0,42.0,13.710557649999998,76.84497015318135
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012,2.0,1.0,66.5,12.9406152,77.7469937
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1260,2.0,3.0,57.6,22.1514167,72.2282495
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1282,2.0,2.0,72.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,92.15,26.9291996,75.703282
Built-up  Area,Ready To Move,Chikka Tirupathi,5 Bedroom,Theanmp,3356,5.0,2.0,105.0,12.8957681,77.8671014
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,BrontLa,1330,2.0,1.0,86.98,12.9781922,77.7246451
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,A rtsai,1400,2.0,1.0,73.0,12.8792861,77.5697529
Built-up  Area,18-Dec,Whitefield,2 BHK,,1192,2.0,1.0,71.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,3rd Block Jayanagar,2 BHK,,1000,2.0,1.0,130.0,12.934114,77.5824972
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2.0,2.0,103.0,13.0137105,77.4834544
Super built-up  Area,19-Jul,Sarjapur  Road,1 BHK,Sasta S,580 - 650,1.0,0.0,17.835,12.9252241,77.6367015
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1490,3.0,2.0,100.0,29.2436472,73.5222553
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1373,3.0,2.0,72.0,12.9991538,78.3987029
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,41.39,12.91180425,77.5874942
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,3750,4.0,0.0,210.0,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1010,2.0,1.0,40.39,12.8846862,77.552751
Built-up  Area,Ready To Move,Sarjapur,2 BHK,,1195,2.0,1.0,42.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,Klort C,1750,3.0,2.0,95.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,A idse ,1052,2.0,2.0,50.0,12.9744129,77.6743533
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1180,2.0,2.0,58.0,13.0133409,77.6618516
Built-up  Area,Ready To Move,Padmanabhanagar,5 Bedroom,,3680,4.0,2.0,440.0,12.91814255,77.55767110316643
Built-up  Area,Ready To Move,Hormavu,3 BHK,,2100,3.0,2.0,73.0,13.0281929,77.6630185
Built-up  Area,18-Mar,Hoodi,4 Bedroom,,2863,4.0,1.0,140.0,12.9919033,77.7162015
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,2.0,38.24,17.3347866,78.6008776
Built-up  Area,Ready To Move,Ulsoor,3 BHK,,2700,3.0,1.0,450.0,12.9778793,77.6246697
Super built-up  Area,18-Jul,JP Nagar,2 BHK,DSvvyx ,1120,2.0,2.0,33.6,12.2655944,76.6465404
Built-up  Area,Ready To Move,HSR Layout,3 BHK,,2424,3.0,2.0,90.0,12.9116225,77.6388622
Built-up  Area,Ready To Move,Manjunatha Layout,2 BHK,,1300,2.0,1.0,60.0,13.327256049999999,76.24955159585994
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090,2.0,2.0,32.69,12.5450268,77.4199095
Built-up  Area,Ready To Move,Yelahanka,3 Bedroom,,2710,3.0,1.0,251.0,13.1006982,77.5963454
Plot  Area,Ready To Move,Konanakunte Cross,2 Bedroom,,3040,1.0,1.0,180.0,12.8890002,77.5626407
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55,12.9055682,77.5455438
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,80.63,12.773175,77.7831871
Super built-up  Area,18-Aug,Banjara Layout,3 BHK,,1294,2.0,2.0,48.0,13.0382887,77.6652184
Built-up  Area,Ready To Move,Begur,3 BHK,Vantspa,1580,3.0,2.0,75.0,41.9541918,3.2088349
Plot  Area,Ready To Move,Uttarahalli,5 Bedroom,,400,5.0,1.0,200.0,12.9055682,77.5455438
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,FiriaVi,1808,4.0,2.0,80.27,12.8957681,77.8671014
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3516,4.0,3.0,540.0,18.0142278,79.55262448961471
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,47.0,12.8814541,77.6674463
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0,26.9291996,75.703282
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3 BHK,,1310,2.0,3.0,50.0,Abbaiah Reddy Layout,Abbaiah Reddy Layout
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,46.0,26.9291996,75.703282
Built-up  Area,Ready To Move,Singasandra,4 Bedroom,,3850,6.0,3.0,195.0,12.6477419,77.3625356
Plot  Area,Ready To Move,Kogilu,7 Bedroom,,925,7.0,3.0,88.0,13.104198,77.6170849
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,,2400,1.0,1.0,150.0,12.897971,77.5700846
Super built-up  Area,Ready To Move,Koramangala,2 BHK,,1290,2.0,3.0,100.0,13.2923988,77.7519261
Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,,3770,6.0,3.0,110.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,Cemesti,1390,3.0,1.0,120.0,13.327256049999999,76.24955159585994
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,,1200,4.0,2.0,72.0,13.1334356,77.9290602
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0,Bisuvanahalli,Bisuvanahalli
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1537,3.0,3.0,120.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,,1135,2.0,2.0,68.0,12.9663991,77.762046
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1512,3.0,2.0,75.77,12.9919033,77.7162015
Super built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,,900,2.0,1.0,55.0,17.7318084,83.2988143
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,54.0,12.7852528,77.6380931
Super built-up  Area,18-Apr,Thirumenahalli,3 BHK,MNtha A,1378,2.0,3.0,42.33,13.1109329,77.7530531
Super built-up  Area,17-Oct,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,61.3,44.3730577,-71.6118577
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1985,4.0,2.0,189.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,KPC Layout,2 BHK,SVmesVi,1210,2.0,2.0,62.0,KPC Layout,KPC Layout
Plot  Area,Ready To Move,JP Nagar,9 Bedroom,,2550,9.0,0.0,360.0,12.2655944,76.6465404
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,,1200,5.0,2.0,110.0,12.9116225,77.6388622
Built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,3198,4.0,3.0,200.0,13.026135,77.76638437071601
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0,12.5508734,77.7861937
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,215.0,13.0382184,77.5919
Plot  Area,Ready To Move,Begur,4 Bedroom,,1550,4.0,2.0,130.0,41.9541918,3.2088349
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Vaunei ,4111,4.0,1.0,310.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SNncypa,975,2.0,2.0,37.5,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Nandi Durga Road,3 BHK,,2500,3.0,1.0,250.0,12.9954114,77.6019378
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1690,3.0,1.0,125.0,19.532886,79.3190092
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,31.89,12.8747372,77.668964
Plot  Area,Ready To Move,Cooke Town,3 Bedroom,,2572,3.0,3.0,390.0,13.0027852,77.624747
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3.0,0.0,80.0,Daadys Gaarden Layout,Daadys Gaarden Layout
Super built-up  Area,18-May,Maruthi Nagar,3 BHK,,1250,3.0,1.0,39.5,13.3092966,76.2635566
Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,Prtusth,520,1.0,0.0,19.5,12.9089453,77.6239038
Built-up  Area,Ready To Move,Munnekollal,3 BHK,Keids O,1390,3.0,2.0,68.0,Munnekollal,Munnekollal
Super built-up  Area,18-May,Whitefield,2 BHK,SSdhimr,1185,2.0,2.0,40.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1219,2.0,2.0,48.0,13.0621474,77.58006135480495
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1564,2.0,1.0,92.0,12.8895775,77.6394582
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,DSndsod,3425 - 3435,6.0,0.0,228.5,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,Sancei ,1100,2.0,2.0,37.1,12.8747372,77.668964
Built-up  Area,Ready To Move,Kothannur,3 BHK,Esale O,1300,2.0,0.0,60.0,Kothannur,Kothannur
Plot  Area,Ready To Move,Chikkabanavar,3 Bedroom,,1600,2.0,0.0,80.0,Chikkabanavar,Chikkabanavar
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1600,3.0,2.0,75.0,13.0120218,77.6777817
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,92.0,13.0258087,77.6305067
Plot  Area,18-May,Marsur,3 Bedroom,MGave E,1000,4.0,3.0,66.0,35.277307,75.7222613
Super built-up  Area,Ready To Move,Shampura,2 BHK,,1200,2.0,3.0,53.0,21.2435389,73.1079204
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,,600,3.0,2.0,75.0,12.8856635,77.5416809
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,0.0,58.0,12.9176571,77.4837568
Plot  Area,Ready To Move,Kereguddadahalli,6 Bedroom,,600,4.0,0.0,60.0,Kereguddadahalli,Kereguddadahalli
Built-up  Area,Ready To Move,Nagarbhavi,3 Bedroom,,2400,3.0,0.0,160.0,12.9546741,77.5121724
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0,12.9552572,77.6984163
Super built-up  Area,22-Mar,Kanakapura,1 BHK,,551,1.0,1.0,30.0,12.5450268,77.4199095
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,,1160,2.0,1.0,52.0,12.8496783,77.6649749
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1205,2.0,1.0,78.5,12.9377243,77.7280705
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1550,2.0,3.0,52.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,125.0,12.8856635,77.5416809
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Kamesar,1028,2.0,1.0,42.0,12.964118,77.7130369
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,1700,3.0,1.0,180.0,12.996845,77.6130165
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,NadriNe,1200,2.0,1.0,34.0,19.1172,72.8903
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2700,4.0,1.0,270.0,13.359993,78.1225175
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1100,2.0,2.0,50.0,Kallumantapa,Kallumantapa
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,3.0,1.0,72.0,13.0120218,77.6777817
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1269.72,2.0,2.0,68.0,12.9367661,77.7008465
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1266,2.0,2.0,59.0,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Srkha S,1060,2.0,1.0,62.0,12.3872141,76.6669626
Plot  Area,Ready To Move,Malimakanapura,3 Bedroom,Copust ,1168,3.0,0.0,70.0,Malimakanapura,Malimakanapura
Super built-up  Area,Ready To Move,Medahalli,2 BHK,Sancya ,1552,2.0,1.0,51.0,13.0278454,77.7206079
Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3.0,0.0,120.0,Talaghattapura,Talaghattapura
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,500,1.0,1.0,17.0,12.7782588,77.7712834
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,,1080,2.0,2.0,43.2,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,Shntsan,1300,2.0,2.0,65.0,Rustam Bagh Layout,Rustam Bagh Layout
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNavenc,920,2.0,2.0,33.0,12.8496783,77.6649749
Plot  Area,Ready To Move,New Thippasandra,4 Bedroom,,817,2.0,1.0,120.0,12.9736956,77.6536931
Built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1310,2.0,1.0,50.0,12.8920326,77.6550376733177
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,,1650,2.0,1.0,75.0,13.0366459,77.6548087
Super built-up  Area,Ready To Move,Garden Layout,3 BHK,DSidePr,1515,3.0,3.0,93.93,13.0113153,77.5446972
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2.0,1.0,53.8,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Viswapriyanagar.begur Road.bommanahalli.,4 BHK,,2400,5.0,1.0,85.0,Viswapriyanagar.begur Road.bommanahalli.,Viswapriyanagar.begur Road.bommanahalli.
Super built-up  Area,Ready To Move,Konanakunte,4 BHK,Siisega,3000,4.0,3.0,160.0,12.8792861,77.5697529
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,2200,2.0,1.0,162.0,12.9422105,77.5741507
Built-up  Area,19-Dec,"Hoodi Circle, ",2 BHK,,1243,2.0,1.0,58.0,12.9920261,77.7155363
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.39,12.8628843,76.4711677
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,2070,3.0,3.0,162.0,13.0874059,77.5842414
Built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1815,3.0,2.0,82.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3900,4.0,3.0,300.0,12.9252241,77.6367015
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,28.88,12.8468545,77.6769267
Super built-up  Area,18-May,Ananth Nagar,2 BHK,,982,2.0,2.0,24.55,19.2073608,72.86461351808511
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Puachal,1232,2.0,2.0,89.0,13.0258087,77.6305067
Super built-up  Area,19-Dec,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0,Binny Pete,Binny Pete
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,654,1.0,1.0,38.4,13.1006982,77.5963454
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1181,2.0,0.0,55.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,45.0,Bisuvanahalli,Bisuvanahalli
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1200,4.0,2.0,245.0,2nd Stage Nagarbhavi,2nd Stage Nagarbhavi
Super built-up  Area,Ready To Move,T K Reddy Layout,3 BHK,DSineun,1616,3.0,1.0,75.0,12.8917559,77.5946165
Built-up  Area,Ready To Move,Herohalli,5 Bedroom,,1800,6.0,0.0,44.5,12.9912345,77.4870119
Plot  Area,Ready To Move,Kumbena Agrahara,6 Bedroom,,1200,4.0,1.0,135.0,13.0017965,77.7473882
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1306,3.0,2.0,54.65,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Nillsre,1626,3.0,3.0,89.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,"Pai layout , Mahadevapura",6 BHK,,2700,4.0,2.0,214.0,12.9942607,77.6666656
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama ,1585,3.0,2.0,88.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1370,2.0,1.0,56.17,12.91180425,77.5874942
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,3250,5.0,3.0,900.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Goelsn ,1495,2.0,2.0,90.0,26.9291996,75.703282
Super built-up  Area,Ready To Move,frazertown,3 BHK,,2000,3.0,2.0,210.0,frazertown,frazertown
Plot  Area,Ready To Move,Akshayanagara East,5 Bedroom,,2400,4.0,1.0,300.0,Akshayanagara East,Akshayanagara East
Plot  Area,Ready To Move,Bannerghatta,3 Bedroom,,1375,3.0,0.0,57.0,12.53290595,77.54619068920488
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630 - 3800,6.0,0.0,224.5,13.0460773,77.7503908
Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,,1400,2.0,2.0,48.0,Kereguddadahalli,Kereguddadahalli
Super built-up  Area,Ready To Move,Kadugodi,5 BHK,,1100,5.0,0.0,135.0,12.9985767,77.7609716
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,,1200,4.0,2.0,215.0,13.0521017,77.6018107
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1150,2.0,2.0,46.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1080,2.0,1.0,54.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1645,3.0,2.0,100.0,12.9139438,77.6774245
Super built-up  Area,Ready To Move,Doddanekundi,3 BHK,AkletBa,1760,3.0,3.0,176.0,12.9713194,77.6964768
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,595,1.0,1.0,42.0,12.951939750000001,77.6976526
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,1200,3.0,1.0,125.0,13.2687096,76.6410508
Super built-up  Area,18-Dec,JP Nagar,4 BHK,Pehtsa ,4000 - 5249,4.0,0.0,314.5,12.2655944,76.6465404
Built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2.0,3.0,67.0,10.0183559,76.3036939
Built-up  Area,18-Dec,Huskur,2 BHK,,1090,2.0,1.0,31.48,12.8607674,77.7071019
Plot  Area,Ready To Move,Ramagondanahalli,1 Bedroom,,540,1.0,0.0,30.0,13.1196469,77.5586193
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maaveal,1300,2.0,2.0,60.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,ImiteEl,1890,2.0,2.0,85.0,12.2655944,76.6465404
Super built-up  Area,Ready To Move,Belathur,2 BHK,SLwernf,1254,2.0,1.0,53.0,Belathur,Belathur
Built-up  Area,Ready To Move,Kattigenahalli,7 Bedroom,,2800,7.0,2.0,125.0,13.1194349,77.627356
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48,12.9277134,77.5514022
Built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,TealdEm,1170,2.0,2.0,86.0,Rustam Bagh Layout,Rustam Bagh Layout
Super built-up  Area,18-Apr,Panathur,2 BHK,Prcesvy,1193,2.0,1.0,86.0,12.9351457,77.7047541
Super built-up  Area,18-Dec,Chandapura,2 BHK,,850,2.0,1.0,25.4,17.4436387,77.433391
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PadgeOa,1678,3.0,3.0,70.0,12.9552572,77.6984163
Built-up  Area,Ready To Move,Gunjur,3 BHK,NDrelau,1600,3.0,3.0,75.0,13.17602,-16.759896
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1750,3.0,2.0,84.0,12.8496783,77.6649749
Super built-up  Area,18-Nov,Whitefield,2 BHK,,1125,2.0,2.0,62.0,44.3730577,-71.6118577
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,2200,4.0,3.0,235.0,13.0085936,77.4830332
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500Sq. Meter,3.0,1.0,95.0,12.8383527,77.7153121
Built-up  Area,Ready To Move,HBR Layout,3 BHK,Peentn ,2800,2.0,0.0,200.0,13.0358698,77.6323597
Plot  Area,Ready To Move,R.T. Nagar,2 Bedroom,,1200,2.0,1.0,120.0,13.03969,80.23565
Built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000,2.0,1.0,50.0,12.9012176,77.5550809
